id,organisation,records_lost,month,year,sector,method,data_sensitivity,story,source_name,city,country,latitude,longitude,coordinates,dSens_desc,date
122,GovPayNow.com,14000000,Sep,2018,financial,poor security,2,"A company used by US government agencies to accept online payments exposed personal records via a standard web browser, including addresses, phone numbers and credit card digits.",Krebs on Security,Tallahassee,USA,30.4383,-84.2807,"[30.4383, -84.2807]",SSN/Personal details,2018-09-01
123,Cathay Pacific Airways,94000000,Oct,2018,transport,hacked,3,"Stolen data included names, nationalities, birth dates, phone numbers, addresses, passport & identity card numbers & expired credit card numbers.",ABC News,Hong Kong,Hong Kong,22.3193,114.1694,"[22.3193, 114.1694]",Credit card information,2018-10-01
125,Google+,52500000,Dec,2018,web,poor security,2,"A vulnerability exposed users' personal details to developers, even if their profiles were set to private. As a result, Google shut down the consumer version of the social network 4 months early.",The Verge,Mountain View,USA,37.3861,-122.0839,"[37.3861, -122.0839]",SSN/Personal details,2018-12-01
126,Quora,100000000,Dec,2018,web,hacked,1,"Login details and private messages were compromised by ""a malicious third party"".",NY Times,Mountain View,USA,37.3861,-122.0839,"[37.3861, -122.0839]",Just email address/online information,2018-12-01
127,Marriott International,383000000,Nov,2018,retail,hacked,3,"Hackers breached the reservation system of all Starwood hotels, including Sheraton, Westin and Le Meridien. Personal information, credit card details and passport info dating back to 2014 was stolen.","NY Times, CNET",Bethesda,USA,38.9847,-77.0947,"[38.9847, -77.0947]",Credit card information,2018-11-01
128,NMBS,700000,Dec,2018,transport,accident,2,"Customer names, gender, birth dates, email and postal address data were left on a publicly searchable server belonging to the Belgian rail authority. Caused by a data worker “clicking on the wrong button”.",Flanders Today,Brussels,Belgium,50.8503,4.3517,"[50.8503, 4.3517]",SSN/Personal details,2018-12-01
130,Panerabread,37000000,Apr,2018,retail,poor security,2,"Customer records, including loyalty card numbers, were available via the bakery chain's website for at least 8 months. The firm claims 10k records were leaked. Security researchers put the figure at over 37 million. ","Krebsonsecurity, Medium",St. Louis,USA,38.627,-90.1994,"[38.627, -90.1994]",SSN/Personal details,2018-04-01
131,Dixons Carphone,10000000,Jun,2018,telecoms,hacked,1,The firm admitted that hackers were able to access the details of 10m customers and 6m payment cards.,BBC,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Just email address/online information,2018-06-01
132,MyHeritage,92283889,Jun,2018,web,hacked,1,The genealogy site received a message from a researcher who had discovered over 92m email addresses and encrypted passwords on an external server.,Bloomberg,Or Yehuda,Israel,32.0336,34.8574,"[32.0336, 34.8574]",Just email address/online information,2018-06-01
133,Saks and Lord & Taylor,5000000,Apr,2018,retail,hacked,3,"A known ring of cybercriminals implanted software into store cash registers, siphoning off credit card details from readers.",NYTimes,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2018-04-01
134,Careem,14000000,Apr,2018,app,hacked,2,"The Dubai-based ride hailing service admitted that names, email addresses, phone numbers and trip data had been accessed in what it called a ""cyber incident"".",Khaleej Times,Dubai,United Arab Emirates,25.276987,55.296249,"[25.276987, 55.296249]",SSN/Personal details,2018-04-01
136,British Airways,380000,Sep,2018,transport,hacked,4,The personal and financial details of customers who booked flights in a two-week period over the summer were compromised.,Guardian,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Health & other personal records,2018-09-01
241,British Airways,10000,Mar,2015,transport,hacked,1,Hackers accessed tens of thousands of British Airways frequent-flyer accounts. The airline froze the affected accounts while it resolved the issue.,The Guardian,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Just email address/online information,2015-03-01
137,T-Mobile,2000000,Aug,2018,telecoms,hacked,1,"Personal data along with passwords encrypted by a notoriously weak algorithm (MD5) were stolen. The firm initially failed to disclose the password breach, ""because they were encrypted"".",Motherboard,Bellevue,USA,47.6101,-122.2015,"[47.6101, -122.2015]",Just email address/online information,2018-08-01
138,MyFitnessPal,150000000,Mar,2018,app,hacked,1,"A breach of usernames, email addresses, and hashed passwords belonging to users of the fitness app.",Guardian,Baltimore,USA,39.2904,-76.6122,"[39.2904, -76.6122]",Just email address/online information,2018-03-01
139,Helse Sør-Øst RHF,3000000,Feb,2018,health,hacked,4,Patient records of more than half of Norway's population were stolen. The hack is thought to have happened via old computers running Windows XP.,It Governance,Oslo,Norway,59.9139,10.7522,"[59.9139, 10.7522]",Health & other personal records,2018-02-01
140,Nametests,120000000,Jun,2018,app,poor security,1,"A security failure in a ""personality test"" app on Facebook left millions of people’s data publicly exposed for almost two years – even after they had deleted the app.",Medium,Cologne,Germany,50.9375,6.9603,"[50.9375, 6.9603]",Just email address/online information,2018-06-01
141,Ticketmaster,40000,Jun,2018,web,hacked,3,The data was stolen via an attack on a third-party customer support firm. It was likely to have affected UK customers who bought tickets between Feb and Jun 2018.,BBC News,Beverly Hills,USA,34.0696,-118.4058,"[34.0696, -118.4058]",Credit card information,2018-06-01
142,Firebase,100000000,Jun,2018,app,poor security,5,"Misconfigured databases used by app developers were found to be exposing 113GB of personal data, accumulated by thousands of iOS and Android mobile apps.",Bleeping Computer,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Full details,2018-06-01
143,Aadhaar,550000000,Mar,2018,government,poor security,4,"India's biometric database was breached via a leak at a state-owned utility company. All registered Indian citizens were affected; their names, identity numbers and bank details were exposed. Data later found for sale on WhatsApp for less than £6.",ZDNet,New Delhi,India,28.6139,77.209,"[28.6139, 77.209]",Health & other personal records,2018-03-01
144,Grindr,3000000,Mar,2018,app,poor security,3,"A third-party tool that allows users to see who had blocked them was able to access non-public personal info, including locations of users who had opted out of location sharing.",NBC News,Los Angeles,USA,34.0522,-118.2437,"[34.0522, -118.2437]",Credit card information,2018-03-01
145,Orbitz,880000,Mar,2018,web,hacked,3,"An legacy version of the travel website was hacked, exposing personal details and payment card info of people who'd made purchases in 2016 and 2017. Orbitz is now owned by Expedia.",US News,Chicago,USA,41.8781,-87.6298,"[41.8781, -87.6298]",Credit card information,2018-03-01
150,TicketFly,27000000,May,2018,web,hacked,2,"Names, addresses, email addresses and phone numbers were stolen from the ticketing firm. Ransom demands were made. The FBI indicted a suspect in February 2020. ",The Verge,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",SSN/Personal details,2018-05-01
151,Amazon,5000000,Nov,2018,retail,accident,1,"A ""technical issue"" inadvertently caused customer names & email addresses to be posted to the Amazon website just prior to Black Friday.",Guardian,Seattle,USA,47.6062,-122.3321,"[47.6062, -122.3321]",Just email address/online information,2018-11-01
152,Urban Massage,309000,Nov,2018,app,poor security,2,"An online database with no password protection contained thousands of customer records, including names, email addresses, phone numbers and sexual misconduct complaints.",Tech Crunch,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",SSN/Personal details,2018-11-01
155,SKY Brasil,32000000,Nov,2018,telecoms,poor security,1,"Poorly configured servers exposed customer details – including payment methods – for long enough to make their theft ""likely"".",Bleeping Computer,São Paulo,Brazil,-23.5505,-46.6333,"[-23.5505, -46.6333]",Just email address/online information,2018-11-01
156,Vision Direct,16300,Nov,2018,retail,hacked,4,"A 5-day data breach saw attackers steal personal information, passwords and CVV security codes. ",BBC,Milan,Italy,45.4642,9.19,"[45.4642, 9.19]",Health & other personal records,2018-11-01
157,Medicare & Medicaid,93689,Nov,2018,health,hacked,2," ""Sensitive"" information on applicants for US healthcare plans was hacked. It included names, birth dates, addresses, expected income & health insurance status.",HCA News,Baltimore,USA,39.2904,-76.6122,"[39.2904, -76.6122]",SSN/Personal details,2018-11-01
159,Newegg,45000000,Sep,2018,retail,hacked,3,Hackers injected 15 lines of card skimming code on the online retailer's payments page. It remained online for more than a month. ,TechCrunch,City of Industry,USA,34.0197,-117.9587,"[34.0197, -117.9587]",Credit card information,2018-09-01
161,Apollo,200000000,May,2018,tech,poor security,1,"Data scraping company left a database exposed online, revealing 200 million contacts, 10 million companies and 9 billion ""data points"".",Wired,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2018-05-01
162,Disqus,17500000,Dec,2017,web,hacked,4,Hackers stole 17.5m email addresses in 2012. About a third of those records included passwords hashed using a weak algorithm.,ZD Net,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Health & other personal records,2017-12-01
164,Yahoo,32000000,Mar,2017,web,hacked,4,"For two years, hackers used forged cookies to log into millions of Yahoo accounts without a password. ",CNet,Sunnyvale,USA,37.3688,-122.0363,"[37.3688, -122.0363]",Health & other personal records,2017-03-01
189,Yahoo,500000000,Sep,2016,web,hacked,2,"At the time, the largest ever data breach from a single website. It was stolen, according to Yahoo, by a ""state-sponsored actor"". It included names, dates of birth and security information.",CNBC,Sunnyvale,USA,37.3688,-122.0363,"[37.3688, -122.0363]",SSN/Personal details,2016-09-01
269,Yahoo,550000000,Dec,2013,web,hacked,2,"A 2013 attack was eventually disclosed in 2016. Stolen data included names, telephone numbers, birth dates, passwords and security questions. ","NY Times, BBC",Sunnyvale,USA,37.3688,-122.0363,"[37.3688, -122.0363]",SSN/Personal details,2013-12-01
165,Uber,57000000,Nov,2017,app,hacked,1,"Uber concealed an October 2016 leak of personal information for more than a year. They paid hackers $100,000 to delete the stolen data. The chief security officer resigned.",Bloomberg,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2017-11-01
222,Uber,50000,Feb,2015,tech,poor security,1,"The breach, which occurred in Sep 2014, revealed the names & license plates of 50,000 drivers across the USA.",TechCrunch,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2015-02-01
166,Wonga,270000,Apr,2017,financial,hacked,4,"The firm reported unauthorised access to names, addresses, phone numbers and bank account details relating to British and Polish customers.",The Guardian,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Health & other personal records,2017-04-01
167,Snapchat,1700000,Apr,2017,app,hacked,1,Indian hackers leaked records after taking umbrage at comments made by Snapchat's CEO about their country.,BGR,Santa Monica,USA,34.0194,-118.4912,"[34.0194, -118.4912]",Just email address/online information,2017-04-01
169,CEX,2000000,Aug,2017,retail,accident,3,The second-hand games seller fell victim to a security breach. An 'unauthorised third party' accessed systems holding personal information.,PC Mag,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Credit card information,2017-08-01
171,Cellebrite,3000000,Jan,2017,tech,hacked,2,"Cellebrite's main product is a device that rips data from mobile phones. 900GB of data was stolen from Cellebrite. The hackers got hacked. The number of records taken is unknown. 
",Vice,Petah Tikva,Israel,32.0853,34.7818,"[32.0853, 34.7818]",SSN/Personal details,2017-01-01
173,Swedish Transport Agency,3000000,Jul,2017,government,poor security,5,All Swedish driving license data was made available to Czech IT workers. The question of whether national security was harmed was censored in the official report.,The Local,Borlänge,Sweden,60.4849,15.4251,"[60.4849, 15.4251]",Full details,2017-07-01
174,Hong Kong Registration & Electoral Office,3700000,Mar,2017,government,lost device,2,Two laptop computers were stolen at the backup venue for the election of the leader of Hong Kong. The names of electors and personal information of the city's voters was compromised.,SCMP,Hong Kong,Hong Kong,22.3193,114.1694,"[22.3193, 114.1694]",SSN/Personal details,2017-03-01
177,Bell,1900000,May,2017,telecoms,hacked,1,Email addresses and information about customers and contractors was leaked after being stolen from an insecure database. The company was threatened with further leaks. ,CBC,Montreal,Canada,45.5017,-73.5673,"[45.5017, -73.5673]",Just email address/online information,2017-05-01
178,Zomato,17000000,May,2017,web,hacked,4,Stolen email addresses and hashed passwords were being sold on the dark web for just over $1000.,HackRead,Gurugram,India,28.4595,77.0266,"[28.4595, 77.0266]",Health & other personal records,2017-05-01
179,Imgur,1700000,May,2017,app,hacked,4,Stolen email addresses and hashed passwords were being sold on the dark web for just over $1000.,Imgur,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Health & other personal records,2017-05-01
180,TIO Networks,1600000,Dec,2017,financial,hacked,4,"A Paypal subsidiary providing bill payment services suffered a ""security incident"". Personal information and financial details were likely to have been breached.",Bleeping Computer,Vancouver,Canada,49.2827,-123.1207,"[49.2827, -123.1207]",Health & other personal records,2017-12-01
183,Instagram,6000000,Sep,2017,web,hacked,1,"A bug in Instagram's API exposed users' contact details. The data was placed online in a searchable database, with a charge of $10 per search.",The Verge,Menlo Park,USA,37.4529,-122.1817,"[37.4529, -122.1817]",Just email address/online information,2017-09-01
184,Viacom,3000000,Sep,2017,web,hacked,4,"A misconfigured server exposed 1Gb of Viacom's credentials – enough, say researchers, to take down the firm's internal IT infrastructure.",The Hacker News,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Health & other personal records,2017-09-01
185,Equifax,143000000,Sep,2017,financial,hacked,4,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",UK Gov,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Health & other personal records,2017-09-01
187,LinkedIn,117000000,May,2016,web,hacked,1,"A massive batch of login credentials was discovered on the black market after being stolen by hackers. The breach dated from 2012, when the firm's password security policies were weak.",CNN,Sunnyvale,USA,37.3688,-122.0363,"[37.3688, -122.0363]",Just email address/online information,2016-05-01
188,Tumblr,65000000,May,2016,web,hacked,1,A three year old data breach came to light. Millions of email addresses and hashed passwords had been stolen.,Vice,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2016-05-01
190,Mossack Fonseca,11500000,Apr,2016,misc,hacked,5,"A hacker took 2.6TB of data from the Panamanian law firm. It included emails, contracts, scanned documents, transcripts and sensitive information relating to many politicians and public figures.",PanamaPapers,Panama City,Panama,8.9824,-79.5199,"[8.9824, -79.5199]",Full details,2016-04-01
191,Philippines’ Commission on Elections,55000000,Apr,2016,government,hacked,5,"After a message was posted on the COMELEC website by hackers from Anonymous, warning the government of its weak election security, the entire database of voters was stolen and posted online. ",Trend Micro,Manila,Philippines,14.5995,120.9842,"[14.5995, 120.9842]",Full details,2016-04-01
192,Syrian government,274477,Apr,2016,government,hacked,1,Hacking outfit calling itself 'Cyber Justice Team' leaked 10GB of data from multiple Syrian government and private websites. Much of it was duplicated from previously known hacks.,Softpedia,Damascus,Syria,33.5138,36.2765,"[33.5138, 36.2765]",Just email address/online information,2016-04-01
193,Minecraft,7000000,Apr,2016,gaming,hacked,1,Players using Minecraft's Lifeboat service had their email addresses and passwords leaked. The passwords were very weakly hashed.,BBC,Stockholm,Sweden,59.3293,18.0686,"[59.3293, 18.0686]",Just email address/online information,2016-04-01
195,Banner Health,3700000,Aug,2016,health,hacked,3,"Hackers gained access to payment card data that was used to buy food and drink at Banner Health outlets. In 2019, Banner agreed to a $6m settlement over the breach.",Healthcare Informatics,Phoenix,USA,33.4484,-112.074,"[33.4484, -112.074]",Credit card information,2016-08-01
196,Mail. ru,25000000,Aug,2016,web,hacked,2,"Two hackers attacked three game-related forums hosted by the Russian company Mail.ru. They stole email addresses, scrambled passwords and birthdates.",ZD Net,Moscow,Russia,55.7558,37.6176,"[55.7558, 37.6176]",SSN/Personal details,2016-08-01
197,PayAsUGym,300000,Dec,2016,web,hacked,1,The fitness website was hacked. Email addresses and passwords were published online.,BBC News,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Just email address/online information,2016-12-01
198,Lynda.com,9500000,Dec,2016,web,hacked,1,"Hackers breached a database holding contact information and interest in online courses. Lynda's owners, LinkedIn, said that 55,000 user passwords were also breached.",Neowin,Carpinteria,USA,34.3989,-119.5185,"[34.3989, -119.5185]",Just email address/online information,2016-12-01
200,Wendy's,1025,Jul,2016,retail,hacked,3,Malware installed in 1025 point of sale systems was used to steal credit card data from customers. It's not known how many individuals were impacted.,Forbes,Dublin,USA,37.7022,-121.9358,"[37.7022, -121.9358]",Credit card information,2016-07-01
203,World Check,2200000,Jun,2016,misc,poor security,3,A database of suspected terrorists and criminals used by global banks and intelligence agencies was leaked online. Access is normally granted via a strict vetting process.,The Stack,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Credit card information,2016-06-01
204,Mutuelle Generale de la Police,112000,Jun,2016,health,inside job,5,Personal details of French police officers were uploaded to Google Drive by an employee. The leak came two weeks after a gendarme was murdered in an ISIS-inspired attack.,BBC News,Paris,France,48.8566,2.3522,"[48.8566, 2.3522]",Full details,2016-06-01
205,VK,171000000,Jun,2016,web,hacked,4,"A database stolen in 2013 from the Russian social network, containing full names, email addresses and passwords, was offered for sale online.",Motherboard,Saint Petersburg,Russia,59.9343,30.3351,"[59.9343, 30.3351]",Health & other personal records,2016-06-01
206,KM.ru & Nival,1500000,Mar,2016,web,hacked,4,A hacker targeted several Russian websites in revenge for the shooting down of flight MH17 over Ukraine. They included videogame firm Nival and email provider KM.ru.,Motherboard,Moscow,Russia,55.7558,37.6176,"[55.7558, 37.6176]",Health & other personal records,2016-03-01
207,Fling,40000000,May,2016,web,hacked,4,"Data allegedly stolen in 2011 was put up for sale on the dark web. The stash included email addresses, plain text passwords and information on sexual desires & preferences.",IBTimes,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Health & other personal records,2016-05-01
208,MySpace,164000000,May,2016,web,hacked,1,"In one of the largest password breaches ever, 360 million MySpace logins were stolen and put on sale for $2,800.",Vice,Beverly Hills,USA,34.0696,-118.4058,"[34.0696, -118.4058]",Just email address/online information,2016-05-01
209,Three,130000,Nov,2016,telecoms,hacked,2,Fraudsters compromised the mobile network's handset upgrade system and ordered new handsets to sell online. Customer details were accessed as part of the breach.,Three,Maidenhead,United Kingdom,51.522,-0.72,"[51.522, -0.72]",SSN/Personal details,2016-11-01
210,Red Cross Blood Service,550000,Oct,2016,health,accident,4,"Australian donor information was accessed via an unsecured database posted online by a contractor. Information included that of ""at-risk sexual behaviour"".",ABC News,Melbourne,Australia,-37.8136,144.9631,"[-37.8136, 144.9631]",Health & other personal records,2016-10-01
212,Dailymotion,85200000,Dec,2016,web,hacked,1,Users of the video sharing site had their email addresses and usernames stolen. One in five also had their passwords compromised.,ZDNet,Paris,France,48.8566,2.3522,"[48.8566, 2.3522]",Just email address/online information,2016-12-01
213,Weebly,43000000,Oct,2016,web,hacked,4,"IP addresses, usernames and hashed passwords were stolen from the web design platform.",Tech Crunch,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Health & other personal records,2016-10-01
214,Interpark,10000000,Jul,2016,web,hacked,2,South Korean police blamed North Korea for stealing personal customer data from a shopping mall's server in an attempt to obtain foreign currency. ,NY times,Seoul,South Korea,37.5665,126.978,"[37.5665, 126.978]",SSN/Personal details,2016-07-01
216,Friend Finder Network,412000000,Nov,2016,web,hacked,1,"Almost every password used on Adult Friend Finder, Cams.com and Penthouse.com was breached. Those passwords were encrypted, but easily crackable.",ZDNet,Campbell,USA,37.2872,-121.949,"[37.2872, -121.949]",Just email address/online information,2016-11-01
217,Brazzers,790724,Sep,2016,web,hacked,4,"A vulnerability in the pornsite's forum software compromised millions of accounts, many of which had identical login details for the site itself.",Vice,Luxembourg,Luxembourg,49.6116,6.1319,"[49.6116, 6.1319]",Health & other personal records,2016-09-01
218,ClixSense,6600000,Sep,2016,web,hacked,5,"A service which pays people to view adverts and take surveys was hacked. Stolen information included addresses, banking details and social security numbers.",Digital trends,Yuba City,USA,39.1404,-121.6169,"[39.1404, -121.6169]",Full details,2016-09-01
219,Carefirst,1100000,May,2015,health,hacked,1,"Hackers gained access to a database belonging to the healthcare insurer, stealing names, birth dates, email addresses and insurance ID numbers.",Krebs on Security,Baltimore,USA,39.2904,-76.6122,"[39.2904, -76.6122]",Just email address/online information,2015-05-01
221,Premera,11000000,Mar,2015,health,hacked,5,"The health insurance firm revealed that its IT systems had been breached, exposing financial and medical records.",Computer Weekly,Mountlake Terrace,USA,47.7915,-122.3076,"[47.7915, -122.3076]",Full details,2015-03-01
223,Deep Root Analytics,198000000,Dec,2015,web,poor security,2,"A insecure database containing US voter information was discovered by a researcher. It contained names, addresses, contact details and party affiliations.","Reuters, UpGuard",Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",SSN/Personal details,2015-12-01
225,Invest Bank,40000,Dec,2015,financial,hacked,4,"A hacker breached the systems of a UAE bank. They demanded a ransom of $3m in bitcoin to stop tweeting data, relating mainly to corporate accounts.",Daily Dot ,Sharjah,United Arab Emirates,25.3463,55.4209,"[25.3463, 55.4209]",Health & other personal records,2015-12-01
226,Sanrio,3300000,Dec,2015,web,poor security,2,"A researcher accessed a database containing login information, password hints and birthdates of fans of the Hello Kitty brand, including many children.",CSO Online,Tokyo,Japan,35.682839,139.759455,"[35.682839, 139.759455]",SSN/Personal details,2015-12-01
227,VTech,6400000,Dec,2015,web,hacked,5,"The toy maker was targeted by a hacker who stole the private data of millions of children, including names, email addresses and birth dates.",The Guardian,Hong Kong,Hong Kong,22.3193,114.1694,"[22.3193, 114.1694]",Full details,2015-12-01
228,Hacking Team,500000,Jul,2015,web,hacked,5,"An Italian hacking firm which sells digital surveillance software to national security organisations – including those of repressive regimes – was itself hacked, and the data put on BitTorrent.",The Guardian,Milan,Italy,45.4642,9.19,"[45.4642, 9.19]",Full details,2015-07-01
229,AshleyMadison.com,37000000,Jul,2015,web,hacked,1,The online hookup site for extra-marital affairs was severely breached. Personal details and company financial records were threatened with release.,Krebs on Security,Toronto,Canada,43.65107,-79.347015,"[43.65107, -79.347015]",Just email address/online information,2015-07-01
230,US Office of Personnel Management (2nd Breach),21500000,Jul,2015,government,hacked,5,"Hackers with suspected links to China accessed sensitive data on US intelligence and military personnel, leading to concerns about potential blackmail attempts.",BBC News,Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",Full details,2015-07-01
231,US Office of Personnel Management,4000000,Jun,2015,government,hacked,2,"Hackers gained access to federal employees’ Social Security numbers, job assignments, performance ratings and training information.",Washington Post,Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",SSN/Personal details,2015-06-01
232,Australian Immigration Department,30,Mar,2015,government,accident,4,An agency employee inadvertently sent the passport numbers and visa details of all world leaders attending the G20 Brisbane summit to the organisers of the Asian Cup football tournament.,The Guardian,Canberra,Australia,-35.2809,149.13,"[-35.2809, 149.13]",Health & other personal records,2015-03-01
233,IRS,100000,May,2015,government,hacked,1,"An organized crime syndicate used the IRS website to steal taxpayers' personal financial information. 15,000 of them were used to claim refunds in other people's names.",CNN,Washington,USA,38.8951,-77.0369,"[38.8951, -77.0369]",Just email address/online information,2015-05-01
234,MSpy,400000,May,2015,app,hacked,2,"A service that claims to help people spy on mobile devices was hacked, exposing emails, text messages, payment and location data.",Krebs on Security,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",SSN/Personal details,2015-05-01
236,Securus Technologies,70000000,Nov,2015,web,hacked,5,"An anonymous hacker leaked records of over 70m prisoner phone calls, plus links to recordings, potentially violating constitutional protections.",The Intercept,Carrollton,USA,32.9756,-96.8892,"[32.9756, -96.8892]",Full details,2015-11-01
237,TalkTalk,157000,Nov,2015,telecoms,hacked,2,"Shares in the telecoms firm plunged by a third after the hack, which exposed the banking details of more than 15,000 people.",BBC News,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",SSN/Personal details,2015-11-01
238,Experian / T-mobile,15000000,Oct,2015,telecoms,hacked,3,The world's biggest data monitoring firm disclosed a massive data breach. It had exposed the details of T-Mobile customers applying for credit checks.,Reuters,Costa Mesa,USA,33.6638,-117.9032,"[33.6638, -117.9032]",Credit card information,2015-10-01
239,Slack,500000,Mar,2015,app,hacked,1,"Sometime in February 2015, hackers were able to peruse Slack’s central database for up to four days. That database included usernames, email addresses and encrypted passwords.",Tech Crunch,San Francisco,USA,37.7749,-122.4194,"[37.7749, -122.4194]",Just email address/online information,2015-03-01
240,CarPhone Warehouse,2400000,Aug,2015,telecoms,hacked,3,"The breach exposed names, addresses, birth date and bank details. Around 480,000 were TalkTalk Mobile customers; 1.9m were customers of Carphone Warehouse directly.",The Guardian,London,United Kingdom,51.5074,-0.1278,"[51.5074, -0.1278]",Credit card information,2015-08-01
243,UCLA Health,4500000,May,2015,health,hacked,4,"Patient information was exposed in a hack on the network. In 2019, the firm reached a $2 million class-action lawsuit settlement.",Health IT Security,Los Angeles,USA,34.0522,-118.2437,"[34.0522, -118.2437]",Health & other personal records,2015-05-01
245,AOL,2400000,Apr,2014,web,hacked,1,User accounts were compromised in order to send out spam messages.,NBC News,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2014-04-01
409,AOL,20000000,Aug,2006,web,accident,1,"AOL released search data for roughly 20 million web queries from 658,000 anonymized users of the service. No one is quite sure why.",Tech Crunch,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2006-08-01
417,AOL,92000000,Jun,2004,web,inside job,1,A former America Online software engineer stole 92 million screen names and e-mail addresses and sold them to spammers who sent out up to 7 billion unsolicited e-mails.,CNN,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Just email address/online information,2004-06-01
246,Community Health Systems,4500000,Aug,2014,health,hacked,2,"The US hospital operator suffered a system breach, leaking 5 years worth of data. Details included names, addresses, social security numbers. The goal: identity theft.",CNN,Franklin,USA,35.9251,-86.8689,"[35.9251, -86.8689]",SSN/Personal details,2014-08-01
247,Privatization Agency of the Republic of Serbia,5190396,Dec,2014,government,accident,2,A text file containing personal data and financial documents relating to almost all adult Serbian citizens was made publically available.,Poverenik,Belgrade,Serbia,44.7866,20.4489,"[44.7866, 20.4489]",SSN/Personal details,2014-12-01
248,Sony Pictures,10000000,Dec,2014,misc,hacked,2,"Potentially every piece of data held by the company was hacked, including unreleased films, employee social security numbers and sensitive internal documents. North Korea suspected.",Buzzfeed,Culver City,USA,34.0219,-118.4814,"[34.0219, -118.4814]",SSN/Personal details,2014-12-01
340,Sony Pictures,1000000,Jun,2011,web,hacked,1,The LulzSec hacking collective accessed unencrypted user information. They claimed that they didn't have the resources to steal everything they were able to access.,Mashable,Culver City,USA,34.0219,-118.4814,"[34.0219, -118.4814]",Just email address/online information,2011-06-01
249,Indiana University,146000,Feb,2014,academic,poor security,2,Students who attended the university between 2011 and 2014 may have had their data accessed by three automated computer data mining applications.,Indiana University,Bloomington,USA,40.4842,-88.9937,"[40.4842, -88.9937]",SSN/Personal details,2014-02-01
250,Ebay,145000000,May,2014,web,hacked,1,"Hackers attacked between late February and early March, using the login credentials of three corporate employees. They then accessed a database containing all user records.",Business Insider,San Jose,USA,37.3541,-121.9552,"[37.3541, -121.9552]",Just email address/online information,2014-05-01
251,UPS,4000000,Aug,2014,retail,hacked,3,Malware was discovered in the credit & debit card processing systems of 51 UPS branches in 24 states. It was leaking data for as long as eight months.,Time,Atlanta,USA,33.749,-84.388,"[33.749, -84.388]",Credit card information,2014-08-01
252,European Central Bank,4000000,Jul,2014,financial,hacked,1,"The ECB received an anonymous call requesting money in return for the stolen data. The bank didn't say how much the blackmailer asked for, but did say that it refused to pay anything.",City am,Frankfurt,Germany,50.1109,8.6821,"[50.1109, 8.6821]",Just email address/online information,2014-07-01
253,JP Morgan Chase,76000000,Oct,2014,financial,hacked,3,"A hack of the USA's largest bank began in June, but was not discovered until July, when the hackers had already obtained the highest level of administrative privilege for dozens of servers.",Deal Book,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2014-10-01
406,JP Morgan Chase,2600000,May,2007,financial,lost device,3,Personal information was mistakenly identified as trash and thrown out in garbage bags outside five branch offices in New York.,PC World,New York City,USA,40.7128,-74.006,"[40.7128, -74.006]",Credit card information,2007-05-01
255,HSBC Turkey,2700000,Nov,2014,financial,hacked,4,"An attack on credit and debit card systems left numbers, account numbers, expiry dates and customer names compromised.",Reuters,Istanbul,Turkey,41.0082,28.9784,"[41.0082, 28.9784]",Health & other personal records,2014-11-01
